time,valence,arousal
10000.0,5.0189924240112305,4.391938209533691
10050.0,5.035823822021484,4.394408702850342
10100.0,5.042059421539307,4.418663024902344
10150.0,5.045280933380127,4.406960964202881
10200.0,5.027808666229248,4.403624534606934
10250.0,5.019978046417236,4.398192882537842
10300.0,5.028574466705322,4.402956008911133
10350.0,5.017223834991455,4.390698432922363
10400.0,5.00949239730835,4.453742027282715
10450.0,4.999001979827881,4.413488864898682
10500.0,4.996495246887207,4.387836933135986
10550.0,5.0273566246032715,4.393997669219971
10600.0,5.01630973815918,4.402062892913818
10650.0,5.027432918548584,4.405511856079102
10700.0,5.022294044494629,4.41551399230957
10750.0,5.043874263763428,4.404535293579102
10800.0,5.050939083099365,4.41034460067749
10850.0,5.047301769256592,4.398192405700684
10900.0,5.050097942352295,4.402730941772461
10950.0,5.031132221221924,4.394553184509277
11000.0,5.031583786010742,4.405323028564453
11050.0,5.025949001312256,4.396978378295898
11100.0,4.993255138397217,4.449948310852051
11150.0,5.022719383239746,4.4405717849731445
11200.0,5.048604488372803,4.3979811668396
11250.0,5.038727283477783,4.402156352996826
11300.0,5.030935764312744,4.414477825164795
11350.0,5.0359063148498535,4.422793388366699
11400.0,5.041141033172607,4.423361778259277
11450.0,5.02260684967041,4.4025750160217285
11500.0,5.020545482635498,4.403366565704346
11550.0,5.030301570892334,4.392439365386963
11600.0,5.031170845031738,4.405331134796143
11650.0,5.040050983428955,4.408964157104492
11700.0,5.035670280456543,4.398434162139893
11750.0,5.023837566375732,4.382259368896484
11800.0,5.013050556182861,4.392949104309082
11850.0,5.002254486083984,4.4626970291137695
11900.0,5.041389465332031,4.4159650802612305
11950.0,5.0477519035339355,4.396592617034912
12000.0,5.035849094390869,4.396616458892822
12050.0,5.024971961975098,4.3924880027771
12100.0,5.002669334411621,4.409873008728027
12150.0,5.023231506347656,4.39844274520874
12200.0,5.015542984008789,4.408299922943115
12250.0,5.027674198150635,4.385390758514404
12300.0,5.028367519378662,4.40153169631958
12350.0,5.033375263214111,4.392909526824951
12400.0,5.021683216094971,4.390847682952881
12450.0,5.04088830947876,4.385592937469482
12500.0,5.0358452796936035,4.379048824310303
12550.0,5.017104148864746,4.428768634796143
12600.0,5.041563987731934,4.397385120391846
12650.0,5.036978244781494,4.385918140411377
12700.0,5.038916110992432,4.381396770477295
12750.0,5.039473056793213,4.400724411010742
12800.0,5.0271525382995605,4.403121471405029
12850.0,5.023970603942871,4.3902974128723145
12900.0,5.015280246734619,4.403947830200195
12950.0,5.021261692047119,4.383603096008301
13000.0,5.01942253112793,4.407719612121582
13050.0,5.036221027374268,4.404048442840576
13100.0,5.034557342529297,4.403605937957764
13150.0,5.0520548820495605,4.387369155883789
13200.0,5.039666652679443,4.409548759460449
13250.0,5.029294490814209,4.441296577453613
13300.0,5.016641139984131,4.4139790534973145
13350.0,5.0360517501831055,4.396993637084961
13400.0,5.038232326507568,4.391851902008057
