time,valence,arousal
10000.0,4.723930835723877,6.0379180908203125
10050.0,4.667781352996826,6.06165075302124
10100.0,4.80812931060791,6.019301414489746
10150.0,4.912031650543213,5.988783836364746
10200.0,4.819142818450928,5.97897481918335
10250.0,4.740637302398682,6.024242401123047
10300.0,4.850789546966553,6.027585983276367
10350.0,4.888155460357666,6.010465621948242
10400.0,4.822511672973633,6.02103853225708
10450.0,4.848568439483643,5.991972923278809
10500.0,4.891602993011475,6.044206142425537
10550.0,4.937255382537842,6.020496845245361
10600.0,4.839601516723633,6.037820339202881
10650.0,4.751955509185791,6.045090675354004
10700.0,4.830031871795654,6.035082817077637
10750.0,4.585261821746826,6.025923252105713
10800.0,4.908893585205078,6.027531147003174
10850.0,4.661767959594727,6.0043110847473145
10900.0,4.676670551300049,6.103632926940918
10950.0,4.56679105758667,6.0623321533203125
11000.0,4.869594573974609,6.045373916625977
11050.0,4.754240036010742,6.046243190765381
11100.0,4.8468194007873535,6.0094146728515625
11150.0,4.920307636260986,5.999381065368652
11200.0,4.842377662658691,6.001097679138184
11250.0,4.839879989624023,5.983219146728516
11300.0,4.846401214599609,5.996396541595459
11350.0,4.947140216827393,5.98673677444458
11400.0,4.8087663650512695,6.016392707824707
11450.0,4.829762935638428,6.021667957305908
11500.0,4.965729713439941,6.008394718170166
11550.0,4.917685031890869,6.018213272094727
11600.0,4.8394622802734375,6.0201544761657715
11650.0,4.839195728302002,6.0243120193481445
11700.0,4.948545932769775,6.015353679656982
11750.0,4.939304828643799,6.01310396194458
11800.0,5.004819393157959,6.017154216766357
11850.0,4.573383808135986,5.979158401489258
11900.0,4.675747871398926,6.026248455047607
11950.0,4.565213680267334,6.002745628356934
12000.0,4.694897651672363,6.023623466491699
12050.0,4.855981349945068,6.002421855926514
12100.0,4.934720993041992,5.99735689163208
12150.0,5.042325973510742,5.943033695220947
12200.0,4.8637518882751465,5.971957683563232
12250.0,4.915302753448486,5.979666233062744
12300.0,4.723214626312256,6.027716159820557
12350.0,4.746392726898193,5.998755931854248
12400.0,4.9723334312438965,5.9853081703186035
12450.0,4.516643524169922,5.967644214630127
12500.0,4.872225284576416,5.987810134887695
12550.0,4.836756706237793,5.981772422790527
12600.0,4.931376934051514,5.997769355773926
12650.0,4.924088001251221,5.987864971160889
12700.0,4.839416980743408,6.006372451782227
12750.0,4.892436504364014,5.986656188964844
12800.0,4.861579418182373,6.003933906555176
12850.0,4.853893756866455,5.966033458709717
12900.0,4.920528888702393,5.998347282409668
12950.0,4.603428840637207,6.004022598266602
13000.0,4.916121006011963,6.040891170501709
13050.0,4.718437671661377,6.055064678192139
13100.0,4.8475542068481445,6.366124629974365
13150.0,4.860851764678955,6.187119960784912
13200.0,4.891759395599365,6.243833065032959
13250.0,4.872115612030029,6.626992702484131
13300.0,4.817422389984131,6.30065393447876
13350.0,4.845499515533447,6.256628513336182
13400.0,4.8303093910217285,6.235921859741211
13450.0,4.876038074493408,6.189671039581299
13500.0,4.778775215148926,6.171771049499512
13550.0,4.873269557952881,6.160139560699463
13600.0,4.844717025756836,6.124698162078857
13650.0,4.732464790344238,6.112839698791504
13700.0,4.940043926239014,6.157355785369873
13750.0,4.741120338439941,6.149104595184326
13800.0,4.9289703369140625,6.166273593902588
13850.0,4.722912788391113,6.198302745819092
13900.0,4.602299690246582,6.199969291687012
13950.0,4.612960338592529,6.182792663574219
14000.0,4.680159568786621,6.161834239959717
14050.0,4.931506633758545,6.167215347290039
14100.0,4.663994789123535,6.096932888031006
14150.0,4.805941581726074,6.051759243011475
14200.0,4.8112473487854,6.01846170425415
14250.0,4.871887683868408,6.013980388641357
14300.0,4.929055213928223,6.034383296966553
14350.0,4.7148871421813965,6.0557861328125
14400.0,4.896982669830322,6.039220809936523
14450.0,4.852959156036377,6.043091297149658
14500.0,4.874147891998291,6.042924404144287
14550.0,4.744004726409912,6.056260585784912
14600.0,4.881344318389893,6.036436557769775
14650.0,4.864132404327393,6.050608158111572
14700.0,4.962584018707275,6.060359477996826
14750.0,4.787299633026123,6.07486629486084
14800.0,4.877593040466309,6.061761379241943
14850.0,4.881371974945068,6.057316303253174
14900.0,4.682952880859375,6.0851216316223145
14950.0,4.832027912139893,6.039498329162598
15000.0,4.954269886016846,6.013757705688477
15050.0,4.883327007293701,6.010164260864258
15100.0,4.83886194229126,6.0132293701171875
15150.0,4.839359283447266,5.983137607574463
15200.0,5.019448757171631,5.973827838897705
15250.0,4.958122730255127,5.97166109085083
15300.0,4.844472408294678,5.980871677398682
15350.0,4.909360408782959,5.983489513397217
15400.0,4.973421096801758,5.989125728607178
15450.0,4.989708423614502,5.996560573577881
15500.0,4.953641414642334,6.027616024017334
15550.0,4.618010520935059,6.048062324523926
15600.0,4.809056282043457,6.040897369384766
15650.0,4.752077579498291,6.09665060043335
15700.0,4.794979572296143,6.091677188873291
15750.0,4.847631931304932,6.042470932006836
15800.0,4.93971586227417,6.026515960693359
15850.0,4.764490604400635,6.011817932128906
15900.0,4.6674113273620605,6.0235514640808105
15950.0,4.994810581207275,5.997048854827881
16000.0,4.853118419647217,5.990295886993408
16050.0,4.776437759399414,6.002673625946045
16100.0,4.876978397369385,6.06009578704834
16150.0,4.9045329093933105,6.045372486114502
16200.0,4.82706356048584,6.006321430206299
16250.0,4.763673305511475,5.967601776123047
16300.0,4.944819927215576,5.964494705200195
16350.0,4.593369007110596,6.009312629699707
16400.0,4.958134174346924,5.955470085144043
16450.0,4.836872577667236,5.9795122146606445
16500.0,4.806535243988037,6.014321804046631
16550.0,4.7619476318359375,6.059545040130615
16600.0,4.931589603424072,6.014966011047363
16650.0,4.911396026611328,5.98541259765625
16700.0,4.959859848022461,5.970836639404297
16750.0,4.967613697052002,6.004064559936523
16800.0,4.320546627044678,6.14177942276001
16850.0,4.754680156707764,6.053954124450684
16900.0,4.815994739532471,6.033478736877441
16950.0,4.860479831695557,6.0213093757629395
17000.0,4.8324079513549805,6.019771099090576
17050.0,4.868381500244141,6.0212531089782715
17100.0,4.775169849395752,6.058098316192627
17150.0,4.8618364334106445,6.015806674957275
17200.0,4.784848690032959,6.066564559936523
17250.0,4.980886459350586,6.037262439727783
17300.0,4.7549614906311035,6.0342302322387695
17350.0,4.868072509765625,6.013444423675537
17400.0,4.790855407714844,5.996274471282959
17450.0,4.822635650634766,6.001551151275635
17500.0,4.6905598640441895,6.0373215675354
17550.0,4.924242973327637,6.0248188972473145
17600.0,4.918182849884033,6.038201808929443
17650.0,4.912692546844482,6.004415988922119
17700.0,4.939455509185791,6.039087772369385
